File_name,flash percent,flash,ram,Code,RO_data,RW_data,ZI_data
lto-llvm-752626.o,94.490601%,12966,221,12930,32,4,217
mc_w.l,1.880192%,258,0,258,0,0,0
startup_at32f421.o,1.749016%,240,1024,36,204,0,1024
uldiv.o,0.714182%,98,0,98,0,0,0
init.o,0.349803%,48,0,48,0,0,0
llushr.o,0.233202%,32,0,32,0,0,0
llshl.o,0.218627%,30,0,30,0,0,0
handlers.o,0.218627%,30,0,30,0,0,0
entry9a.o,0.058301%,8,0,8,0,0,0
entry2.o,0.058301%,8,0,8,0,0,0
entry5.o,0.029150%,4,0,4,0,0,0
